Dataset Mode,Feature,Value,Count,Percent
gdsc_metadata_plus_expression,TARGET,SIR2,737,0.31124493751874016
gdsc_metadata_plus_expression,TARGET,LSD1,736,0.3108226241706822
gdsc_metadata_plus_expression,TARGET,"G9A, GLP",729,0.3078664307342762
gdsc_metadata_plus_expression,TARGET,WIP1,728,0.30744411738621824
gdsc_metadata_plus_expression,TARGET,JAK1,715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET,VSP34,715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET,FAK1,715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET,"JAK1, JAK2, JAK3",715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET,CDK2,715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET,DYRK1A,715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET,"mTORC1, mTORC2",715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET,NIK,715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET,"ADRA1A, ADRB1",715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET,"HDAC1, HDAC2, HDAC3, HDAC8",715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET,GADD34,715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET,PPP1R15B,715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET, ,715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET,TOP2,715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET,IRAK4,715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET,CP11A,715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET,"NTRK1, NTRK2, NTRK3",715,0.3019540438614643
gdsc_metadata_plus_expression,TARGET,"CECR2, BRD2, BRD4, BRD9",714,0.3015317305134063
gdsc_metadata_plus_expression,TARGET,TAF1,714,0.3015317305134063
gdsc_metadata_plus_expression,TARGET,"PIM1, PIM2, PIM3",714,0.3015317305134063
gdsc_metadata_plus_expression,TARGET,IGFR1,714,0.3015317305134063
gdsc_metadata_plus_expression,TARGET,KDM1,714,0.3015317305134063
gdsc_metadata_plus_expression,TARGET,"EP300, CBP",714,0.3015317305134063
gdsc_metadata_plus_expression,TARGET,"PAK1, PAK2",714,0.3015317305134063
gdsc_metadata_plus_expression,TARGET,ULK1,713,0.30110941716534834
gdsc_metadata_plus_expression,TARGET,IAP,712,0.30068710381729036
gdsc_metadata_plus_expression,TARGET,KSP11,711,0.3002647904692323
gdsc_metadata_plus_expression,TARGET,NAMPT,568,0.2398739816969395
gdsc_metadata_plus_expression,TARGET,"BCL2, BCL-XL, MCL1",374,0.15794519217368902
gdsc_metadata_plus_expression,TARGET,"ROCK1, ROCK2",241,0.1017775168819761
gdsc_metadata_plus_expression,TARGET,S6K1,241,0.1017775168819761
gdsc_metadata_plus_expression,TARGET,"AURKA, AURKB, AURKC, others",241,0.1017775168819761
gdsc_metadata_plus_expression,TARGET,PI3Kbeta,240,0.10135520353391811
gdsc_metadata_plus_expression,TARGET,"TGFBR1, ACVR1B, ACVR1C",238,0.10051057683780212
gdsc_metadata_plus_expression,TARGET,EGLN1,199,0.08404035626354042
gdsc_metadata_plus_expression,TARGET,Retinoic acid,199,0.08404035626354042
gdsc_metadata_plus_expression,TARGET,"RSK, AURKB, PIM1, PIM3",199,0.08404035626354042
gdsc_metadata_plus_expression,TARGET,AR,199,0.08404035626354042
gdsc_metadata_plus_expression,TARGET,Induces reactive oxygen species,199,0.08404035626354042
gdsc_metadata_plus_expression,TARGET,"TBK1, PDK1 (PDPK1), IKK, AURKB, AURKC",199,0.08404035626354042
gdsc_metadata_plus_expression,TARGET_PATHWAY,Unclassified,24899,10.515180053295945
gdsc_metadata_plus_expression,TARGET_PATHWAY,PI3K/MTOR signaling,22148,9.353396032788408
gdsc_metadata_plus_expression,TARGET_PATHWAY,Other,21033,8.882516649703748
gdsc_metadata_plus_expression,TARGET_PATHWAY,DNA replication,17323,7.315734128408597
gdsc_metadata_plus_expression,TARGET_PATHWAY,"Other, kinases",16879,7.128227001870849
gdsc_metadata_plus_expression,TARGET_PATHWAY,ERK MAPK signaling,13034,5.5044321785878685
gdsc_metadata_plus_expression,TARGET_PATHWAY,Genome integrity,11861,5.009058621315845
gdsc_metadata_plus_expression,TARGET_PATHWAY,Cell cycle,11335,4.78692180023734
gdsc_metadata_plus_expression,TARGET_PATHWAY,Apoptosis regulation,10594,4.473987609326368
gdsc_metadata_plus_expression,TARGET_PATHWAY,Chromatin histone methylation,10450,4.4131744872060175
gdsc_metadata_plus_expression,TARGET_PATHWAY,RTK signaling,10264,4.3346242044672305
gdsc_metadata_plus_expression,TARGET_PATHWAY,Chromatin other,8378,3.538141230029858
gdsc_metadata_plus_expression,TARGET_PATHWAY,Chromatin histone acetylation,8016,3.3852637980328644
gdsc_metadata_plus_expression,TARGET_PATHWAY,WNT signaling,7385,3.1187840754082714
gdsc_metadata_plus_expression,TARGET_PATHWAY,Protein stability and degradation,6841,2.889045614064724
gdsc_metadata_plus_expression,TARGET_PATHWAY,EGFR signaling,6539,2.76150698295121
gdsc_metadata_plus_expression,TARGET_PATHWAY,Mitosis,6281,2.652550139152248
gdsc_metadata_plus_expression,TARGET_PATHWAY,IGF1R signaling,5371,2.268244992419475
gdsc_metadata_plus_expression,TARGET_PATHWAY,Metabolism,4685,1.9785380356516928
gdsc_metadata_plus_expression,TARGET_PATHWAY,Hormone-related,3708,1.5659378945990348
gdsc_metadata_plus_expression,TARGET_PATHWAY,p53 pathway,3665,1.547778420632541
gdsc_metadata_plus_expression,TARGET_PATHWAY,Cytoskeleton,3325,1.4041918822928237
gdsc_metadata_plus_expression,TARGET_PATHWAY,JNK and p38 signaling,1850,0.7812796939072852
gdsc_metadata_plus_expression,TARGET_PATHWAY,ABL signaling,927,0.3914844736497587
gdsc_auc_metadata_only,TCGA_DESC,UNCLASSIFIED,45690,18.87743508170306
gdsc_auc_metadata_only,TCGA_DESC,LUAD,15653,6.467246472617597
gdsc_auc_metadata_only,TCGA_DESC,SCLC,13570,5.606627140702791
gdsc_auc_metadata_only,TCGA_DESC,BRCA,13106,5.414919329848989
gdsc_auc_metadata_only,TCGA_DESC,SKCM,12637,5.221145702067883
gdsc_auc_metadata_only,TCGA_DESC,COREAD,12538,5.180242526907265
gdsc_auc_metadata_only,TCGA_DESC,HNSC,9358,3.8663829611419835
gdsc_auc_metadata_only,TCGA_DESC,ESCA,9126,3.770529055715083
gdsc_auc_metadata_only,TCGA_DESC,GBM,8384,3.4639618237031837
gdsc_auc_metadata_only,TCGA_DESC,OV,8166,3.3738922056727336
gdsc_auc_metadata_only,TCGA_DESC,DLBC,7978,3.2962174892061067
gdsc_auc_metadata_only,TCGA_DESC,PAAD,7513,3.1040965149668436
gdsc_auc_metadata_only,TCGA_DESC,NB,7469,3.085917326006569
gdsc_auc_metadata_only,TCGA_DESC,KIRC,7462,3.0830251823083437
gdsc_auc_metadata_only,TCGA_DESC,ALL,6795,2.807445204206003
gdsc_auc_metadata_only,TCGA_DESC,LAML,6209,2.565331460325986
gdsc_auc_metadata_only,TCGA_DESC,STAD,6060,2.50377011589233
gdsc_auc_metadata_only,TCGA_DESC,MESO,5561,2.2976015865474
gdsc_auc_metadata_only,TCGA_DESC,BLCA,4724,1.951783832916727
gdsc_auc_metadata_only,TCGA_DESC,MM,4598,1.8997252463486687
gdsc_auc_metadata_only,TCGA_DESC,LIHC,4164,1.72041233705869
gdsc_auc_metadata_only,TCGA_DESC,THCA,4037,1.6679405871051707
gdsc_auc_metadata_only,TCGA_DESC,LUSC,3863,1.596050158034995
gdsc_auc_metadata_only,TCGA_DESC,CESC,3811,1.5745656619910342
gdsc_auc_metadata_only,TCGA_DESC,LGG,3617,1.494411965211643
gdsc_auc_metadata_only,TCGA_DESC,LCML,2611,1.078769599438098
gdsc_auc_metadata_only,TCGA_DESC,UCEC,2512,1.0378664242774804
gdsc_auc_metadata_only,TCGA_DESC,PRAD,1676,0.692461834032268
gdsc_auc_metadata_only,TCGA_DESC,MB,1072,0.44291114921395663
gdsc_auc_metadata_only,TCGA_DESC,Missing,1067,0.44084533228665274
gdsc_auc_metadata_only,TCGA_DESC,CLL,550,0.22723986200342927
gdsc_auc_metadata_only,TCGA_DESC,ACC,279,0.11527258454355775
gdsc_auc_metadata_only,TCGA_DESC,OTHER,179,0.0739562459974797
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,lung_NSCLC,26977,11.145908649575475
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,urogenital_system,25707,10.621191150040284
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,leukemia,20484,8.463238787778627
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,aero_dig_tract,18583,7.677815192017684
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,lymphoma,16747,6.91924721631169
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,lung_SCLC,13750,5.680996550085731
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,breast,13388,5.531431404548929
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,nervous_system,12894,5.327328692131304
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,skin,12636,5.220732538682422
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,large_intestine,12438,5.138926188361188
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,digestive_system,10915,4.509678352304419
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,bone,9933,4.103951907781933
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,Missing,9366,3.8696882682256697
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,kidney,8020,3.3135703513954597
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,pancreas,7617,3.1470655070547653
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,neuroblastoma,7469,3.085917326006569
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,soft_tissue,5008,2.0691222343875886
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,myeloma,4598,1.8997252463486687
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,thyroid,3759,1.5530811659470738
gdsc_auc_metadata_only,GDSC Tissue descriptor 1,lung,1746,0.7213832710145227
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,lung_NSCLC_adenocarcinoma,16112,6.656888466544094
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,lung_small_cell_carcinoma,13750,5.680996550085731
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,breast,13388,5.531431404548929
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,large_intestine,12438,5.138926188361188
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,melanoma,12097,4.998037473919061
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,glioma,11822,4.884417542917347
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,ovary,10434,4.310946763897784
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,head and neck,9457,3.9072861363026004
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,Missing,9366,3.8696882682256697
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,oesophagus,9126,3.770529055715083
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,B_cell_lymphoma,7978,3.2962174892061067
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,kidney,7741,3.1982977668519013
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,pancreas,7617,3.1470655070547653
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,neuroblastoma,7469,3.085917326006569
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,stomach,5998,2.478153985993761
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,acute_myeloid_leukaemia,5752,2.3765157931704093
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,ewings_sarcoma,5616,2.320325572747743
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,Bladder,4266,1.7625550023756895
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,cervix,4079,1.6852934492945237
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,liver,3909,1.6150556737661907
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,lung_NSCLC_squamous_cell_carcinoma,3863,1.596050158034995
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,lung_NSCLC_large cell,3808,1.573326171834652
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,thyroid,3759,1.5530811659470738
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,Burkitt_lymphoma,3590,1.4832565538042017
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,myeloma,3497,1.4448323589563492
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,B_cell_leukemia,3196,1.3204701799326544
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,endometrium,3070,1.268411593364596
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,lymphoblastic_leukemia,3064,1.2659326130518314
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,chronic_myeloid_leukaemia,2611,1.078769599438098
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,lymphoid_neoplasm other,2535,1.0473691821430784
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,osteosarcoma,2529,1.044890201830314
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,soft_tissue_other,2303,0.9515152767161774
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,lymphoblastic_T_cell_leukaemia,2272,0.9387072117668932
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,Hodgkin_lymphoma,2231,0.9217675129630012
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,lung_NSCLC_not specified,2203,0.9101989381700993
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,rhabdomyosarcoma,2146,0.8866486251988348
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,prostate,2134,0.8816906645733055
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,mesothelioma,1568,0.6478401884025038
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,haematopoietic_neoplasm other,1357,0.5606627140702791
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,chondrosarcoma,1197,0.4945565723965542
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,T_cell_leukemia,1115,0.46067717478877024
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,medulloblastoma,1072,0.44291114921395663
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,hairy_cell_leukaemia,1016,0.4197739996281529
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,biliary_tract,1008,0.4164686925444667
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,lung_NSCLC_carcinoid,991,0.40944491499163344
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,leukemia,923,0.38134980478030034
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,urogenital_system_other,718,0.29665131076084034
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,anaplastic_large_cell_lymphoma,692,0.2859090627388601
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,bone_other,591,0.24417956080732126
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,fibrosarcoma,559,0.23095833247257627
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,uterus,557,0.23013200570165473
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,skin_other,539,0.22269506476336065
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,testis,449,0.18551036007189045
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,adrenal_gland,279,0.11527258454355775
gdsc_auc_metadata_only,GDSC Tissue descriptor 2,Lung_other,178,0.07354308261201892
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),Missing,51446,21.255603528415314
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),LUAD,15483,6.397008697089264
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),SCLC,13750,5.680996550085731
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),BRCA,13106,5.414919329848989
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),COAD/READ,12438,5.138926188361188
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),SKCM,12097,4.998037473919061
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),HNSC,9178,3.7920135517590428
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),ESCA,9126,3.770529055715083
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),GBM,8384,3.4639618237031837
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),OV,8166,3.3738922056727336
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),DLBC,7978,3.2962174892061067
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),NB,7469,3.085917326006569
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),KIRC,7462,3.0830251823083437
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),PAAD,7083,2.926436259218708
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),ALL,6795,2.807445204206003
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),LAML,6029,2.4909620509430455
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),STAD,5069,2.094325200900696
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),MM,4598,1.8997252463486687
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),BLCA,4266,1.7625550023756895
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),LIHC,3909,1.6150556737661907
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),LUSC,3863,1.596050158034995
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),CESC,3811,1.5745656619910342
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),THCA,3759,1.5530811659470738
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),LGG,3438,1.4204557192141631
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),UNABLE TO CLASSIFY,3064,1.2659326130518314
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),LCML,2611,1.078769599438098
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),UCEC,2512,1.0378664242774804
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),PRAD,1676,0.692461834032268
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),MESO,1568,0.6478401884025038
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),MB,1072,0.44291114921395663
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),CLL,550,0.22723986200342927
gdsc_auc_metadata_only,Cancer Type (matching TCGA label),ACC,279,0.11527258454355775
gdsc_auc_metadata_only,Microsatellite instability Status (MSI),MSS/MSI-L,214104,88.45993348069494
gdsc_auc_metadata_only,Microsatellite instability Status (MSI),MSI-H,15578,6.436259218708037
gdsc_auc_metadata_only,Microsatellite instability Status (MSI),Missing,12353,5.103807300597022
gdsc_auc_metadata_only,Screen Medium,R,129756,53.61042824384903
gdsc_auc_metadata_only,Screen Medium,D/F12,102913,42.5198834879253
gdsc_auc_metadata_only,Screen Medium,Missing,9366,3.8696882682256697
gdsc_auc_metadata_only,Growth Properties,Adherent,168430,69.58910901315926
gdsc_auc_metadata_only,Growth Properties,Suspension,56814,23.47346458156878
gdsc_auc_metadata_only,Growth Properties,Missing,9366,3.8696882682256697
gdsc_auc_metadata_only,Growth Properties,Semi-Adherent,7425,3.067738137046295
gdsc_auc_metadata_only,CNA,Y,231651,95.70971140537526
gdsc_auc_metadata_only,CNA,Missing,9366,3.8696882682256697
gdsc_auc_metadata_only,CNA,N,1018,0.42060032639907446
gdsc_auc_metadata_only,Gene Expression,Y,227885,94.15373809572995
gdsc_auc_metadata_only,Gene Expression,Missing,9366,3.8696882682256697
gdsc_auc_metadata_only,Gene Expression,N,4784,1.9765736360443737
gdsc_auc_metadata_only,Methylation,Y,225081,92.99522796289793
gdsc_auc_metadata_only,Methylation,Missing,9366,3.8696882682256697
gdsc_auc_metadata_only,Methylation,N,7588,3.1350837688764024
gdsc_auc_metadata_only,TARGET,Missing,27155,11.219451732187494
gdsc_auc_metadata_only,TARGET,"PARP1, PARP2",4714,1.9476521990621194
gdsc_auc_metadata_only,TARGET,"MEK1, MEK2",4547,1.878653913690169
gdsc_auc_metadata_only,TARGET,TOP1,4324,1.7865184787324146
gdsc_auc_metadata_only,TARGET,EGFR,3836,1.5848947466275538
gdsc_auc_metadata_only,TARGET,"TNKS1, TNKS2",3699,1.528291362819427
gdsc_auc_metadata_only,TARGET,"AKT1, AKT2, AKT3",3308,1.3667444791042618
gdsc_auc_metadata_only,TARGET,DOT1L,2873,1.1870184064288223
gdsc_auc_metadata_only,TARGET,"IGF1R, IR",2872,1.1866052430433613
gdsc_auc_metadata_only,TARGET,BRAF,2859,1.1812341190323714
gdsc_auc_metadata_only,TARGET,ATR,2803,1.1580969694465675
gdsc_auc_metadata_only,TARGET,PORCN,2751,1.136612473402607
gdsc_auc_metadata_only,TARGET,"ERK1, ERK2",2662,1.0998409320965976
gdsc_auc_metadata_only,TARGET,DNA alkylating agent,2649,1.0944698080856075
gdsc_auc_metadata_only,TARGET,Microtubule stabiliser,2595,1.0721589852707254
gdsc_auc_metadata_only,TARGET,BRD4,2556,1.056045613237755
gdsc_auc_metadata_only,TARGET,HSP90,2363,0.9763050798438243
gdsc_auc_metadata_only,TARGET,Antimetabolite,2341,0.967215485363687
gdsc_auc_metadata_only,TARGET,MCL1,2199,0.9085462846282563
gdsc_auc_metadata_only,TARGET,Mutant RAS,2193,0.9060673043154915
gdsc_auc_metadata_only,TARGET,"EGFR, ERBB2",1932,0.7982316607102278
gdsc_auc_metadata_only,TARGET,"CDK4, CDK6",1927,0.796165843782924
gdsc_auc_metadata_only,TARGET,"FGFR1, FGFR2, FGFR3",1926,0.7957526803974632
gdsc_auc_metadata_only,TARGET,IGF1R,1924,0.7949263536265415
gdsc_auc_metadata_only,TARGET,PI3K (beta sparing),1916,0.7916210465428554
gdsc_auc_metadata_only,TARGET,MDM2,1916,0.7916210465428554
gdsc_auc_metadata_only,TARGET,PI3Kalpha,1909,0.7887289028446299
gdsc_auc_metadata_only,TARGET,SYK,1788,0.7387361332038754
gdsc_auc_metadata_only,TARGET,"BRD2, BRD3, BRD4",1786,0.7379098064329539
gdsc_auc_metadata_only,TARGET,"MTORC1, MTORC2",1705,0.7044435722106307
gdsc_auc_metadata_only,TARGET,Microtubule destabiliser,1697,0.7011382651269444
gdsc_auc_metadata_only,TARGET,ESR,1680,0.6941144875741112
gdsc_auc_metadata_only,TARGET,RNA polymerase,1659,0.6854380564794348
gdsc_auc_metadata_only,TARGET,PPM1D,1655,0.6837854029375917
gdsc_auc_metadata_only,TARGET,"BAZ2A, BAZ2B",1650,0.6817195860102878
gdsc_auc_metadata_only,TARGET,EZH2,1634,0.6751089718429153
gdsc_auc_metadata_only,TARGET,"JAK1, JAK2",1615,0.6672588675191604
gdsc_auc_metadata_only,TARGET,Metabolism,1470,0.6073501766273472
gdsc_auc_metadata_only,TARGET,anti-oxidant proteins,1464,0.6048711963145826
gdsc_auc_metadata_only,TARGET,dsDNA break induction,1448,0.5982605821472101
gdsc_auc_metadata_only,TARGET,"ERK1,ERK2",1434,0.5924762947507591
gdsc_auc_metadata_only,TARGET,"BRPF1, BRPF2, BRPF3",1434,0.5924762947507591
gdsc_auc_metadata_only,TARGET,CDK9,1432,0.5916499679798376
gdsc_auc_metadata_only,TARGET,"GSK3A, GSK3B",1181,0.48794595822918174
gdsc_auc_metadata_only,TARGET,"Proteasome, CAPN1",969,0.40035532051149625
gdsc_auc_metadata_only,TARGET,"AKT1, AKT2",968,0.3999421571260354
gdsc_auc_metadata_only,TARGET,Antimetabolite (DNA & RNA),968,0.3999421571260354
gdsc_auc_metadata_only,TARGET,Broad spectrum kinase inhibitor,968,0.3999421571260354
gdsc_auc_metadata_only,TARGET,PI3K (class 1),967,0.39952899374057466
gdsc_auc_metadata_only,TARGET,"WEE1, PLK1",967,0.39952899374057466
gdsc_auc_metadata_only,TARGET,"BCL2, BCL-XL, BCL-W",967,0.39952899374057466
gdsc_auc_metadata_only,TARGET,"MET, ALK, ROS1",966,0.3991158303551139
gdsc_auc_metadata_only,TARGET,"EGFR, ERBB2, ERBB3",966,0.3991158303551139
gdsc_auc_metadata_only,TARGET,TP53,966,0.3991158303551139
gdsc_auc_metadata_only,TARGET,"ABL, SRC, Ephrins, PDGFR, KIT",962,0.39746317681327076
gdsc_auc_metadata_only,TARGET,BCL-XL,962,0.39746317681327076
gdsc_auc_metadata_only,TARGET,"CHEK1, CHEK2",961,0.39705001342781
gdsc_auc_metadata_only,TARGET,"PDGFR, KIT, VEGFR",961,0.39705001342781
gdsc_auc_metadata_only,TARGET,Pyrimidine antimetabolite,960,0.3966368500423492
gdsc_auc_metadata_only,TARGET,"HDAC inhibitor Class I, IIa, IIb, IV",959,0.39622368665688845
gdsc_auc_metadata_only,TARGET,"USP7, USP47",958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,"ESR1, ESR2",958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,BIRC5,958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,Anthracycline,958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,RNA helicase A,958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,LRRK2,958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,IDH1 (R132H),958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,"AKT1, AKT, AKT3",958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,"VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB",958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,"PI3Kalpha, PI3Kbeta",958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,"AKT1, AKT2, AKT3, ROCK2",958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,BRD9,958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,BCL2,958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,"PDGFR, KIT, VEGFR, RAF",958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,"PI3K (class 1), MTORC1, MTORC2",958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,Telomerase,958,0.3958105232714277
gdsc_auc_metadata_only,TARGET,Alkylating agent,957,0.39539735988596686
gdsc_auc_metadata_only,TARGET,"WEE1, CHEK1",957,0.39539735988596686
gdsc_auc_metadata_only,TARGET,"BCL2, BCL-XL,  BCL-W, BCL-B, BFL1",957,0.39539735988596686
gdsc_auc_metadata_only,TARGET,MET,957,0.39539735988596686
gdsc_auc_metadata_only,TARGET,ESR1,957,0.39539735988596686
gdsc_auc_metadata_only,TARGET,Proteasome,957,0.39539735988596686
gdsc_auc_metadata_only,TARGET,NAE,956,0.3949841965005061
gdsc_auc_metadata_only,TARGET,ATM,955,0.3945710331150453
gdsc_auc_metadata_only,TARGET,CDK1,955,0.3945710331150453
gdsc_auc_metadata_only,TARGET,ABL,955,0.3945710331150453
gdsc_auc_metadata_only,TARGET,"p38, JNK2",955,0.3945710331150453
gdsc_auc_metadata_only,TARGET,ERK2,954,0.39415786972958455
gdsc_auc_metadata_only,TARGET,"Amyloid beta20, Amyloid beta40",954,0.39415786972958455
gdsc_auc_metadata_only,TARGET,AKT1,954,0.39415786972958455
gdsc_auc_metadata_only,TARGET,PMRT5,954,0.39415786972958455
gdsc_auc_metadata_only,TARGET,"RSK2, RSK1, RSK3",954,0.39415786972958455
gdsc_auc_metadata_only,TARGET,NTRK1,953,0.3937447063441238
gdsc_auc_metadata_only,TARGET,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",953,0.3937447063441238
gdsc_auc_metadata_only,TARGET,TERT,952,0.393331542958663
