Value,Count,Percent
amyotrophic lateral sclerosis (ALS),407,0.058969098453763594
"acetaminophen overdose, hepatic injury",407,0.058969098453763594
"skin protectant, sunscreen lotion",407,0.058969098453763594
gastrointestinal roundworms,407,0.058969098453763594
"hypertension, cardiac arrythmia",406,0.058824211233975465
"duodenal ulcer disease, erosive esophagitis (EE), ulcerative esophagitis (UE), gastroesophageal reflux disease (GERD)",406,0.058824211233975465
conjunctivitis,406,0.058824211233975465
"attention-deficit/hyperactivity disorder (ADHD), narcolepsy",406,0.058824211233975465
Raynaud's disease,405,0.05867932401418736
psychosis,404,0.058534436794399236
glaucoma,403,0.05838954957461112
"enteritis, enteritis",403,0.05838954957461112
"acute lymphoblastic leukemia (ALL), chronic lymphocytic leukemia (CLL), acute myeloid leukemia (AML), non-Hodgkin lymphoma (NHL)",402,0.058244662354823
erectile dysfunction,402,0.058244662354823
"duodenal ulcer disease, peptic ulcer disease (PUD), gastroesophageal reflux disease (GERD), aggressive systemic mastocytosis (ASM), Zollinger-Ellison syndrome, endocrine adenoma",402,0.058244662354823
ulcerative colitis,402,0.058244662354823
tyrosinemia,401,0.05809977513503489
ascariasis,400,0.05795488791524678
"depression, dysthymic disorder",400,0.05795488791524678
navicular syndrome,400,0.05795488791524678
cystic fibrosis,399,0.057810000695458656
"psychosis, bipolar disorder, schizophrenia",399,0.057810000695458656
"hypercalcemia, thyroiditis, ankylosing spondylitis, bursitis, osteoarthritis, psoriatic arthritis, seborrheic dermatitis, mycosis, allergic rhinitis, psoriasis, anemia, multiple sclerosis, ulcerative colitis, enteritis",398,0.05766511347567054
cardiomyopathy,397,0.05752022625588242
"cardiac arrest, anaphylactic shock, asthma",397,0.05752022625588242
carnitine deficiency,396,0.05737533903609431
lumbago,396,0.05737533903609431
chronic kidney disease (CKD),395,0.057230451816306184
thyroid function diagnostic,394,0.057085564596518076
"menopause, osteoporosis, vaginal atrophy",392,0.05679579015694184
"hypertension, angina pectoris, migraine headache",391,0.05665090293715372
"testicular carcinoma, hemorrhagic cystitis",391,0.05665090293715372
"anacidity diagnostic, gastric hypersecretion diagnostic, anacidity diagnostic, gastric hypersecretion diagnostic",388,0.056216241277789375
"ovarian cancer, breast cancer, non-small cell lung cancer (NSCLC), pancreatic cancer",387,0.05607135405800125
"glaucoma, hypertension",386,0.05592646683821314
osteosarcoma,386,0.05592646683821314
"acute coronary syndrome (ACS), percutaneous coronary intervention (PCI)",385,0.05578157961842502
"anxiety, irritability, sleeplessness",385,0.05578157961842502
"pain relief, fever",382,0.055346917959060674
hepatitis B,382,0.055346917959060674
"chronic kidney disease (CKD), hyperparathyroidism",374,0.054187820200755736
"fever, respiratory tract infections, psittacosis, trachoma, conjunctivitis, urethritis, chancroid, tularemia, cholera, brucellosis",371,0.05375315854139138
"bronchospasm, asthma",367,0.05317360966223891
"skin infections, first-aid antiseptic",365,0.05288383522266268
blackhead disease,362,0.05244917356329833
pancreatic cancer,361,0.05230428634351021
"Parkinson's Disease, dyskinesia",360,0.0521593991237221
"acne vulgaris (AV), skin infections",353,0.051145188585205274
"gastrointestinal roundworms, lungworms",351,0.05085541414562904
"hyperlipidemia, cholesterol",351,0.05085541414562904
"edema, congestive heart failure",350,0.05071052692584093
hypertriglyceridemia,349,0.05056563970605281
"hypercalcemia, rheumatoid arthritis, psoriatic arthritis, osteoarthritis, allergic rhinitis, ulcerative colitis, anemia, multiple sclerosis, enteritis, lupus, dermatitis herpetiformis (DH), nephrotic syndrome, psoriasis",348,0.050420752486264694
"cold sore, genitial herpes, shingles",346,0.05013097804668846
flea control,343,0.04969631638732411
"chronic kidney disease (CKD), hyperthyroidism",340,0.04926165472795976
"gestational choriocarcinoma, hydatidiform mole, acute lymphoblastic leukemia (ALL), psoriasis, rheumatoid arthritis",338,0.04897188028838353
"pinworm, whipworm, hookworm, ascariasis",338,0.04897188028838353
"congestive heart failure, cardiac arrythmia",335,0.04853721862901917
skin depigmentation,329,0.047667895310290476
"gastroesophageal reflux disease (GERD), duodenal ulcer disease, Zollinger-Ellison syndrome",327,0.04737812087071424
"Hodgkin's lymphoma, small lymphocytic lymphoma (SLL), breast cancer, neuroblastoma, Burkitt's lymphoma, multiple myeloma, chronic lymphocytic leukemia (CLL), acute myeloid leukemia (AML), acute lymphoblastic leukemia (ALL), chronic myeloid leukemia (CML), true histiocytic lymphoma (THL), retinoblastoma, ovarian cancer",326,0.04723323365092612
"muscle pain, rheumatoid arthritis",319,0.0462190231124093
nausea,313,0.0453496997936806
claudication,313,0.0453496997936806
respiratory depression,309,0.044770150914528135
"osteoporosis, breast cancer",305,0.04419060203537566
intraocular pressure,304,0.04404571481558755
"meningitis, fever, cholera",299,0.04332127871664696
"pain relief, rheumatoid arthritis, headache, toothache, backache, muscle pain, common cold, fever",292,0.042307068178130146
"Raynaud's disease, arteriosclerosis, Buerger's disease",292,0.042307068178130146
"coronary heart disease, myocardial infarction, hypercholesterolemia",285,0.04129285763961332
"rheumatoid arthritis, senile dementia",282,0.04085819598024897
"neuroblastoma, congestive heart failure, pheochromocytoma",279,0.04042353432088462
headache,274,0.03969909822194404
skin ulcer,250,0.03622180494702923
"respiratory tract infections, urinary tract infections",245,0.03549736884808865
"onychomycosis, histoplasmosis, blastomycosis, aspergillosis",186,0.02694902288058975
"edema, conjunctivitis, allergic rhinitis, asthma",159,0.023037067946310594
"eczema, psoriasis, seborrheic dermatitis, itching",89,0.012894962561142408
"depression, schizophrenia, bipolar disorder",27,0.003911954934279157
